Date,Revenue,Cost,Profit,Marketing_Spend,In_Store_Automation
2020-01-01,102483.57076505617,71325.82194870822,31157.748816347943,5408.052846836756,0.3220376121597102
2020-01-02,99363.50305554758,66717.83785539075,32645.66520015683,5556.280028414014,2.1639409922747563
2020-01-03,103348.09181331049,74210.86731467741,29137.224498633077,5455.7387201122965,-11.205823580138349
2020-01-04,107779.62296625064,69671.34086630511,38108.28209994554,4190.79368561891,10.390766809571575
2020-01-05,99048.53137199736,70012.68921971173,29035.842152285622,5171.293306832593,6.4664846493443875
2020-01-06,99103.43802227164,72069.81870836616,27033.61931390548,5391.552576756416,-7.694854143929361
2020-01-07,108225.011445958,70633.85892010629,37591.15252585172,5040.073203750047,1.854175800248785
2020-01-08,104220.94557558912,72782.65551577482,31438.290059814288,2951.8995346113716,-0.8239985724433414
2020-01-09,98091.22456155332,70773.65319735986,27317.571364193456,5204.349273096287,1.2137058269293308
2020-01-10,103206.2212705614,68064.00366555237,35142.21760500902,7261.8731446604,3.670003907990973
2020-01-11,98231.15714997276,70974.86145281128,27256.29569716149,4694.785292646526,-3.454644620229074
2020-01-12,98274.42140758732,66448.20734295029,31826.214064637024,4332.229919688539,0.3349980980017694
2020-01-13,101867.70609467228,70194.10016996114,31673.60592471114,5439.138033395609,-8.389641391929858
2020-01-14,91146.31807495662,69757.76616841748,21388.55190653914,5383.650140291133,1.12864606059451
2020-01-15,92142.95469708396,69222.14065625255,22920.81404083142,6269.489551381326,-9.527672519090368
2020-01-16,98010.93077484776,69449.91378147269,28561.016993375073,3824.368686196376,7.351342259728828
2020-01-17,95813.03738078402,64179.01426701586,31634.02311376816,5819.099550820607,-6.446926321399648
2020-01-18,102503.25420683602,68167.4217680052,34335.832438830825,5683.623815637428,2.4036137890364784
2020-01-19,96446.7217276571,70081.16628237072,26365.555445286387,4956.53767358577,5.1299852109474635
2020-01-20,93980.14815999022,70271.23584265888,23708.912317331346,5442.853984588357,10.362417220226602
2020-01-21,108424.73507267794,66697.67633160809,41727.05874106985,6139.106604405374,9.963223591923953
2020-01-22,100022.434287041,73566.86036469937,26455.57392234163,5987.446958975819,8.120828409393134
2020-01-23,101543.7813743168,67160.24738518106,34383.53398913574,3977.594723013991,1.125943043856413
2020-01-24,94137.22398121342,72656.17861912407,21481.045362089353,5946.254677983555,6.839239270614842
2020-01-25,98593.8758510583,71018.42519087822,27575.45066018008,5066.8903423359025,2.695550516355696
2020-01-26,101925.22698363704,67787.19526345105,34138.031720186,5209.935501524287,3.17657379825068
2020-01-27,95670.4707093797,75040.84495853029,20629.625750849416,5215.740850650817,-1.675648729517296
2020-01-28,103358.7532496231,66123.0368731516,37235.71637647149,4997.7833269912135,10.187739271383029
2020-01-29,98531.89426970422,72450.44497697035,26081.449292733872,6345.21626903689,-2.4792624144185593
2020-01-30,100131.44353173538,72683.76449798858,27447.679033746797,5075.2732682209635,-3.7621126832430343
2020-01-31,98636.20378095828,67659.19200434901,30977.011776609274,4044.927555827358,3.682965119899672
2020-02-01,110960.95232605346,73837.48361949124,37123.46870656223,4776.426284381148,-7.260729970405626
2020-02-02,101686.8998412226,68898.98326322068,32787.916578001925,5354.133313301703,2.342184437160983
2020-02-03,96520.65588153628,70504.23878257642,26016.417098959864,6410.13583692863,9.982369700863725
2020-02-04,105976.75964823524,70408.1584987698,35568.60114946544,5789.498193720763,3.9394683769914898
2020-02-05,95814.6413992677,69213.3018457638,26601.3395535039,4341.350686165237,2.0769558756441513
2020-02-06,103018.0021855501,72037.68797737408,30980.314208176016,7682.558337731523,-2.22627047359138
2020-02-07,92230.15815253096,71974.76440727068,20255.393745260284,5467.626188170962,-5.482857038398201
2020-02-08,95442.40308884118,64337.73741361879,31104.665675222393,6483.724071332348,6.401124561955859
2020-02-09,103122.46407408244,73485.38914968708,29637.074924395376,5062.101355896455,2.2781093737722045
2020-02-10,105885.3153561174,64573.9275446649,41311.3878114525,5752.657490319485,5.315627006483627
2020-02-11,103104.64842349372,72648.0772095162,30456.571213977513,6064.249206272791,-8.713012602459324
2020-02-12,101724.39016700618,72919.58909469326,28804.801072312912,6448.4578696489925,5.9625937369951965
2020-02-13,100851.93766240442,66255.60948128423,34596.32818112019,6293.113919413313,12.286353887216212
2020-02-14,95019.67074991723,68285.10099578538,26734.569754131862,6113.425070248417,9.118810075965817
2020-02-15,98867.88422118434,66189.46494191061,32678.41927927373,4931.623795121681,3.950401895738157
2020-02-16,100218.73596976246,68850.85094422151,31367.88502554095,4680.446940500079,-2.7004328673330367
2020-02-17,107862.3655170595,68560.5462702498,39301.8192468097,5590.282948920689,3.1857375880592675
2020-02-18,104349.67039521072,71812.66580733434,32537.004587876392,6196.285967077912,3.4020191123960046
2020-02-19,93871.20273195826,73393.64553660444,20477.557195353816,5045.919650100585,0.208345517635577
2020-02-20,104361.6479171494,73638.80581833479,30722.842098814624,6339.294772731931,0.6449617529608029
2020-02-21,100870.64122949736,67754.2853939493,33116.35583554806,6732.222008644074,13.28888215437516
2020-02-22,99466.26719145266,68802.15894016993,30664.108251282727,4368.766800224826,-1.9777357603027057
2020-02-23,105964.0831985903,64368.54507245996,41595.53812613035,4453.649471642317,0.7613225630672873
2020-02-24,108115.52392826923,66990.28453735354,41125.239390915696,5155.677572673611,5.76606505946096
2020-02-25,107671.75147277398,72291.48472385378,35380.2667489202,5609.147755908495,13.919894974035351
2020-02-26,98874.0878224833,74232.7133829254,24641.374439557894,4782.450530092598,1.5649529613822133
2020-02-27,101578.93812074391,65671.95338436024,35906.98473638369,6664.702678867145,-5.869296943834339
2020-02-28,104836.14171842134,67586.64231026062,37249.499408160715,5742.0493176588025,-7.5030898636174115
2020-02-29,108112.37475841882,69273.85290456182,38838.52185385701,5362.911960521441,15.835188666917858
2020-03-01,100893.60249498406,70182.58873961671,30711.013755367356,3893.037844552525,-6.257241073050981
2020-03-02,102416.00336229494,66902.32979111225,35513.67357118269,4018.614008133896,3.7241842900182953
2020-03-03,97867.4479369874,70592.35857198876,27275.08936499864,5620.921530983561,-4.163834525642558
2020-03-04,97472.9142480177,67887.69248510303,29585.22176291466,3212.7991106872687,-0.4896823870690681
2020-03-05,107571.40104179556,69254.88880140024,38316.512240395314,6363.514602626528,0.267494598802223
2020-03-06,110344.7966340822,70926.13344576547,39418.663188316714,5198.205804750487,-6.21282993082894
2020-03-07,103258.37044472992,69295.58259890649,33962.78784582342,8604.93507485789,9.713579411790368
2020-03-08,108690.9101034952,67956.19320561326,40734.71689788194,7675.24081201962,5.8270356397477325
2020-03-09,105536.25030067677,68925.55655313478,36610.69374754198,5191.357948296343,1.5928340237793577
2020-03-10,100557.29596381648,68978.33217501557,31578.963788800917,5271.952471152896,0.9086485114769922
2020-03-11,105644.69732578768,68122.42305070448,37522.2742750832,6379.353443826591,9.280184064466118
2020-03-12,111582.72669197895,68445.10304006886,43137.62365191011,7092.42699588295,4.342476058283751
2020-03-13,103768.23822550286,74006.46782730363,29761.77039819924,3756.7077846692464,14.37572318617454
2020-03-14,111825.41126152615,70882.3197473325,40943.09151419367,3613.843832890928,1.7640756548246983
2020-03-15,90958.29202341092,68302.1555371406,22656.136486270338,4783.666948831584,6.184913121754457
2020-03-16,108221.35462713928,71268.49479247959,36952.8598346597,5993.92179370018,-2.0452018089333546
2020-03-17,104601.90200785753,68165.20819739864,36436.69381045889,5913.540257174264,2.000426167976585
2020-03-18,102726.45447574084,72675.0756671459,30051.378808594935,6491.920577790867,9.409036490258066
2020-03-19,104735.1196721512,70253.66341869955,34481.456253451644,4227.93405058206,10.17041065538398
2020-03-20,94393.29577787271,68811.86549781187,25581.430280060857,3116.970172118843,13.537705489463953
2020-03-21,103287.60547309314,70465.95779497469,32821.64767811845,6296.610686530216,6.6112658419444985
2020-03-22,106226.35233124296,64399.21364905766,41827.13868218529,4615.882674403187,10.61959388337949
2020-03-23,111885.08425879532,65720.57478625304,46164.50947254227,3431.0735391201342,7.615050691365585
2020-03-24,101959.08750512298,65508.13726150459,36450.95024361839,5600.107605608505,2.4853027678779323
2020-03-25,100562.7951434288,69507.77665271217,31055.018490716622,6253.702004008151,-2.965146988285718
2020-03-26,102151.30250137555,74265.52745459563,27885.77504677992,5343.951639808547,3.5027685567034785
2020-03-27,109291.92286921213,75750.91798243755,33541.00488677458,5013.642841887687,-1.011542820347926
2020-03-28,106413.49239040368,70960.20593590122,35453.286454502464,5317.611452064621,10.04270716354436
